公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数
1月27日,地区级,内蒙古,包头,1,,
1月27日,地区级,陕西,宝鸡,3,,
1月27日,地区级,云南,保山,1,,
1月27日,地区级,广西,北海,2,,
1月27日,地区级,山东,滨州,1,,
1月27日,地区级,安徽,亳州,2,,
1月27日,地区级,河北,沧州,3,,
1月27日,地区级,湖南,常德,7,,
1月27日,地区级,江苏,常州,2,,
1月27日,地区级,湖南,郴州,1,,
1月27日,地区级,四川,成都,4,,
1月27日,地区级,内蒙古,赤峰,1,,
1月27日,地区级,安徽,滁州,2,,
1月27日,地区级,云南,大理,1,,
1月27日,地区级,北京,大兴,2,,
1月27日,地区级,辽宁,丹东,1,,
1月27日,地区级,山东,德州,2,,
1月27日,地区级,北京,地区待确认,,,1
1月27日,地区级,上海,地区待确认,,1,
1月27日,地区级,海南,东方,1,,
1月27日,地区级,湖北,鄂州,37,,
1月27日,地区级,湖北,恩施州,13,,
1月27日,地区级,广西,防城港,,1,
1月27日,地区级,北京,丰台,3,,
1月27日,地区级,广东,佛山,4,,
1月27日,地区级,福建,福州,6,,
1月27日,地区级,江西,抚州,1,,
1月27日,地区级,安徽,阜阳,11,,
1月27日,地区级,四川,甘孜,1,,
1月27日,地区级,江西,赣州,3,,
1月27日,地区级,吉林,公主岭,1,,
1月27日,地区级,四川,广安,1,,
1月27日,地区级,广东,广州,10,,
1月27日,地区级,广西,桂林,1,,
1月27日,地区级,黑龙江,哈尔滨,2,,
1月27日,地区级,北京,海淀,4,,
1月27日,地区级,海南,海口,1,,
1月27日,地区级,河北,邯郸,2,,
1月27日,地区级,陕西,汉中,1,,
1月27日,地区级,浙江,杭州,5,,
1月27日,地区级,安徽,合肥,3,,
1月27日,地区级,山东,菏泽,1,,
1月27日,地区级,河北,衡水,2,,
1月27日,地区级,湖南,衡阳,3,,
1月27日,地区级,内蒙古,呼和浩特,2,,
1月27日,地区级,湖南,怀化,5,,
1月27日,地区级,安徽,淮北,1,,
1月27日,地区级,湖北,黄冈,59,,
1月27日,地区级,上海,黄浦,1,,
1月27日,地区级,安徽,黄山,3,,
1月27日,地区级,湖北,黄石,17,,
1月27日,地区级,广东,惠州,3,,
1月27日,地区级,江西,吉安,,1,
1月27日,地区级,吉林,吉林,1,,
1月27日,地区级,山东,济南,3,,
1月27日,地区级,黑龙江,佳木斯,2,,
1月27日,地区级,浙江,嘉兴,3,,
1月27日,地区级,河南,焦作,2,,
1月27日,地区级,广东,揭阳,1,,
1月27日,地区级,甘肃,金昌,1,,
1月27日,地区级,浙江,金华,2,,
1月27日,地区级,辽宁,锦州,4,,
1月27日,地区级,山西,晋中,3,,
1月27日,地区级,湖北,荆门,24,,
1月27日,地区级,湖北,荆州,24,,
1月27日,地区级,江西,九江,5,,
1月27日,地区级,河南,开封,1,,
1月27日,地区级,重庆,九龙坡区,1,,
1月27日,地区级,云南,昆明,5,,
1月27日,地区级,甘肃,兰州,3,,
1月27日,地区级,河北,廊坊,4,,
1月27日,地区级,四川,乐山,1,,
1月27日,地区级,云南,丽江,1,,
1月27日,地区级,浙江,丽水,2,,
1月27日,地区级,四川,凉山,1,,
1月27日,地区级,辽宁,辽阳,1,,
1月27日,地区级,山东,聊城,2,,
1月27日,地区级,山东,临沂,1,,
1月27日,地区级,安徽,六安,1,,
1月27日,地区级,福建,龙岩,1,,
1月27日,地区级,湖南,娄底,2,,
1月27日,地区级,四川,泸州,1,,
1月27日,地区级,河南,漯河,3,,
1月27日,地区级,山西,吕梁,2,,
1月27日,地区级,安徽,马鞍山,3,,
1月27日,地区级,四川,绵阳,1,,
1月27日,地区级,江西,南昌,9,,
1月27日,地区级,四川,南充,2,,
1月27日,地区级,江苏,南京,3,,
1月27日,地区级,福建,南平,1,,
1月27日,地区级,江苏,南通,2,,
1月27日,地区级,河南,南阳,7,,
1月27日,地区级,四川,内江,2,,
1月27日,地区级,浙江,宁波,4,,
1月27日,地区级,江西,萍乡,,1,
1月27日,地区级,福建,莆田,4,,
1月27日,地区级,上海,浦东,2,,
1月27日,地区级,黑龙江,七台河,1,,
1月27日,地区级,黑龙江,齐齐哈尔,1,,
1月27日,地区级,黑龙江,齐齐哈尔,1,,
1月27日,地区级,湖北,潜江,2,,
1月27日,地区级,贵州,黔南州,2,,
1月27日,地区级,山东,青岛,2,,
1月27日,地区级,广东,清远,2,,
1月27日,地区级,海南,琼海,1,,
1月27日,地区级,海南,琼中县,1,,
1月27日,地区级,福建,泉州,3,,
1月27日,地区级,山东,日照,1,,
1月27日,地区级,福建,三明,4,,
1月27日,地区级,海南,三亚,3,,
1月27日,地区级,福建,厦门,1,,
1月27日,地区级,广东,汕头,3,,
1月27日,地区级,陕西,商洛,1,,
1月27日,地区级,河南,商丘,1,,
1月27日,地区级,江西,上饶,1,,
1月27日,地区级,湖南,邵阳,3,,
1月27日,地区级,浙江,绍兴,1,,
1月27日,地区级,广东,深圳,,1,
1月27日,地区级,广东,深圳,13,,
1月27日,地区级,湖北,神农架,1,,
1月27日,地区级,辽宁,沈阳,1,,
1月27日,地区级,湖北,十堰,25,,
1月27日,地区级,新疆,石河子,2,,
1月27日,地区级,河北,石家庄,2,,
1月27日,地区级,北京,顺义,1,,
1月27日,地区级,江苏,苏州,4,,
1月27日,地区级,黑龙江,绥化,5,,
1月27日,地区级,湖北,随州,18,,
1月27日,地区级,四川,遂宁,1,,
1月27日,地区级,台湾,台湾,1,,
1月27日,地区级,台湾,台湾,2,,
1月27日,地区级,山西,太原,1,,
1月27日,地区级,山东,泰安,1,,
1月27日,地区级,江苏,泰州,2,,
1月27日,地区级,河北,唐山,1,,
1月27日,地区级,湖北,天门,10,,2
1月27日,地区级,甘肃,天水,1,,
1月27日,地区级,安徽,铜陵,6,,
1月27日,地区级,新疆,吐鲁番,1,,
1月27日,地区级,上海,外地来沪,10,,
1月27日,地区级,北京,外地来京,,2,
1月27日,地区级,山东,威海,1,,
1月27日,地区级,陕西,渭南,2,,
1月27日,地区级,浙江,温州,,2,
1月27日,地区级,浙江,温州,28,,
1月27日,地区级,新疆,乌鲁木齐,1,,
1月27日,地区级,江苏,无锡,2,,
1月27日,地区级,安徽,芜湖,3,,
1月27日,地区级,宁夏,吴忠,2,,
1月27日,地区级,广西,梧州,,1,
1月27日,地区级,广西,梧州,2,,
1月27日,地区级,湖北,武汉,,3,
1月27日,地区级,湖北,武汉,892,,22
1月27日,地区级,陕西,西安,3,,
1月27日,地区级,北京,西城,1,,
1月27日,地区级,云南,西双版纳州,5,,
1月27日,地区级,湖北,仙桃,15,,
1月27日,地区级,湖北,咸宁,27,,
1月27日,地区级,湖南,湘潭,2,,
1月27日,地区级,湖北,襄阳,34,,
1月27日,地区级,湖北,孝感,73,,
1月27日,地区级,河南,新乡,2,,
1月27日,地区级,江西,新余,,1,
1月27日,地区级,河南,信阳,6,,
1月27日,地区级,河北,邢台,1,,
1月27日,地区级,江苏,宿迁,2,,
1月27日,地区级,江苏,徐州,5,,
1月27日,地区级,河南,许昌,1,,
1月27日,地区级,安徽,宣城,1,,
1月27日,地区级,四川,雅安,1,,
1月27日,地区级,山东,烟台,2,,
1月27日,地区级,江苏,扬州,1,,
1月27日,地区级,新疆,伊犁州,1,,
1月27日,地区级,湖北,宜昌,20,,
1月27日,地区级,江西,宜春,4,,
1月27日,地区级,湖南,益阳,3,,
1月27日,地区级,宁夏,银川,2,,
1月27日,地区级,江西,鹰潭,1,,
1月27日,地区级,湖南,永州,3,,
1月27日,地区级,云南,玉溪,4,,
1月27日,地区级,湖南,岳阳,10,,
1月27日,地区级,山西,运城,1,,
1月27日,地区级,山东,枣庄,3,,
1月27日,地区级,福建,漳州,1,,
1月27日,地区级,湖南,长沙,2,,
1月27日,地区级,重庆,开州区,2,,
1月27日,地区级,云南,昭通,1,,
1月27日,地区级,河南,郑州,8,,
1月27日,地区级,广东,中山,1,,
1月27日,地区级,河南,周口,4,,
1月27日,地区级,湖南,株洲,2,,
1月27日,地区级,河南,驻马店,1,,
1月27日,地区级,四川,自贡,5,,
1月27日,省级,安徽,,36,,
1月27日,省级,澳门,,2,,
1月27日,省级,北京,,13,,
1月27日,省级,福建,,15,,
1月27日,省级,甘肃,,5,,
1月27日,省级,广东,,42,,
1月27日,省级,广西,,5,,
1月27日,省级,贵州,,2,,
1月27日,省级,海南,,9,,
1月27日,省级,河北,,15,,
1月27日,省级,河南,,40,,
1月27日,省级,黑龙江,,9,,
1月27日,省级,湖北,,1291,,
1月27日,省级,湖南,,43,,
1月27日,省级,吉林,,2,,
1月27日,省级,江苏,,23,,
1月27日,省级,江西,,24,,
1月27日,省级,辽宁,,8,,
1月27日,省级,内蒙古,,2,,
1月27日,省级,宁夏,,4,,
1月27日,省级,青海,,2,,
1月27日,省级,山东,,24,,
1月27日,省级,山西,,7,,
1月27日,省级,陕西,,11,,
1月27日,省级,上海,,13,,
1月27日,省级,四川,,21,,
1月27日,省级,台湾,,1,,
1月27日,省级,西藏,,,,
1月27日,省级,香港,,,,
1月27日,省级,新疆,,5,,
1月27日,省级,云南,,25,,
1月27日,省级,浙江,,45,,
1月27日,国家级,,,1774,,
1月27日,地区级,重庆,两江新区,1,,
1月27日,地区级,天津,河东区,1,,
1月27日,地区级,重庆,南岸区,1,,
1月27日,地区级,重庆,綦江区,1,,
1月27日,地区级,重庆,黔江区,1,,
1月27日,地区级,重庆,石柱县,3,,
1月27日,地区级,重庆,铜梁区,1,,
1月27日,地区级,重庆,万州区,1,,
1月27日,地区级,天津,西青区,1,,
1月27日,地区级,重庆,渝北区,1,,
1月27日,地区级,重庆,云阳县,2,,
1月27日,地区级,重庆,长寿区,1,,
1月27日,地区级,重庆,忠县,3,,
1月27日,省级,重庆,,22,,
1月27日,省级,天津,,9,,
1月28日,地区级,重庆,璧山区,1,,
1月28日,地区级,重庆,奉节县,1,,
1月28日,地区级,重庆,合川区,1,,
1月28日,地区级,天津,和平区,1,,
1月28日,地区级,重庆,江北区,1,,
1月28日,地区级,重庆,开州区,2,,
1月28日,国外,阿联酋,NA,3,,
1月28日,国外,阿联酋,NA,1,,
1月28日,国外,阿联酋,NA,3,,
1月28日,国外,阿联酋,NA,1,,
1月28日,国外,澳大利亚,NA,1,,
1月28日,国外,澳大利亚,NA,1,,
1月28日,国外,澳大利亚,NA,1,,
1月28日,国外,澳大利亚,NA,1,,
1月28日,国外,德国,NA,3,,
1月28日,国外,德国,NA,3,,
1月28日,国外,法国,NA,1,,
1月28日,国外,法国,NA,1,,
1月28日,国外,加拿大,NA,1,,
1月28日,国外,加拿大,NA,1,,
1月28日,国外,马来西亚,NA,3,,
1月28日,国外,马来西亚,NA,3,,
1月28日,国外,日本,NA,1,,
1月28日,国外,日本,NA,1,,
1月28日,国外,新加坡,NA,3,,
1月28日,国外,新加坡,NA,3,,
1月28日,地区级,陕西,安康,2,,
1月28日,地区级,安徽,安庆,6,,
1月28日,地区级,河南,安阳,3,,
1月28日,地区级,内蒙古,巴彦淖尔,1,,
1月28日,地区级,四川,巴中,2,,
1月28日,地区级,陕西,宝鸡,1,,
1月28日,地区级,上海,宝山,1,,
1月28日,地区级,河北,保定,3,,
1月28日,地区级,广西,北海,2,,
1月28日,地区级,山东,滨州,1,,
1月28日,地区级,山东,滨州,2,,
1月28日,地区级,安徽,亳州,,1,
1月28日,地区级,安徽,亳州,7,,
1月28日,地区级,河北,沧州,3,,
1月28日,地区级,北京,昌平,1,,
1月28日,地区级,湖南,常德,7,,
1月28日,地区级,北京,朝阳,2,,
1月28日,地区级,北京,朝阳,2,,
1月28日,地区级,辽宁,朝阳市,1,,
1月28日,地区级,辽宁,朝阳市,1,,
1月28日,地区级,四川,成都,,,1
1月28日,地区级,四川,成都,,1,
1月28日,地区级,四川,成都,9,,
1月28日,地区级,四川,达州,1,,
1月28日,地区级,辽宁,大连,,1,
1月28日,地区级,山西,大同,2,,
1月28日,地区级,北京,大兴,3,,
1月28日,地区级,黑龙江,大兴安岭,1,,
1月28日,地区级,四川,德阳,1,,
1月28日,地区级,山东,德州,3,,
1月28日,地区级,上海,地区待确认,,1,
1月28日,地区级,广东,东莞,5,,
1月28日,地区级,湖北,鄂州,27,,1
1月28日,地区级,湖北,恩施州,13,,
1月28日,地区级,广西,防城港,2,,
1月28日,地区级,北京,丰台,2,,
1月28日,地区级,北京,丰台,1,,
1月28日,地区级,上海,奉贤,4,,
1月28日,地区级,江西,抚州,1,,
1月28日,地区级,安徽,阜阳,2,,
1月28日,地区级,江西,赣州,6,,
1月28日,地区级,四川,广元,1,,
1月28日,地区级,广东,广州,12,,
1月28日,地区级,贵州,贵阳,,1,
1月28日,地区级,广西,桂林,1,,
1月28日,地区级,黑龙江,哈尔滨,1,,
1月28日,地区级,北京,海淀,1,,
1月28日,地区级,北京,海淀,2,,
1月28日,地区级,海南,海口,2,,
1月28日,地区级,陕西,汉中,2,,
1月28日,地区级,浙江,杭州,19,,
1月28日,地区级,安徽,合肥,,1,
1月28日,地区级,安徽,合肥,13,,
1月28日,地区级,广东,河源,1,,
1月28日,地区级,山东,菏泽,2,,
1月28日,地区级,河南,鹤壁,3,,
1月28日,地区级,黑龙江,鹤岗,1,,
1月28日,地区级,河北,衡水,1,,
1月28日,地区级,湖南,衡阳,10,,
1月28日,地区级,辽宁,葫芦岛,1,,
1月28日,地区级,辽宁,葫芦岛,1,,
1月28日,地区级,浙江,湖州,2,,
1月28日,地区级,湖南,怀化,2,,
1月28日,地区级,江苏,淮安,1,,
1月28日,地区级,湖北,黄冈,111,,1
1月28日,地区级,上海,黄浦,1,,
1月28日,地区级,安徽,黄山,3,,
1月28日,地区级,湖北,黄石,33,,
1月28日,地区级,广东,惠州,,1,
1月28日,地区级,广东,惠州,1,,
1月28日,地区级,黑龙江,鸡西,1,,
1月28日,地区级,江西,吉安,1,,
1月28日,地区级,山东,济南,1,,
1月28日,地区级,黑龙江,佳木斯,2,,
1月28日,地区级,上海,嘉定,1,,
1月28日,地区级,浙江,嘉兴,3,,
1月28日,地区级,广东,揭阳,2,,
1月28日,地区级,浙江,金华,6,,
1月28日,地区级,上海,金山,1,,
1月28日,地区级,山西,晋中,4,,
1月28日,地区级,湖北,荆门,28,,1
1月28日,地区级,湖北,荆州,30,,
1月28日,地区级,上海,静安,2,,
1月28日,地区级,江西,九江,7,,
1月28日,地区级,河南,开封,1,,
1月28日,地区级,云南,昆明,3,,
1月28日,地区级,甘肃,兰州,3,,
1月28日,地区级,河北,廊坊,3,,
1月28日,地区级,浙江,丽水,,1,
1月28日,地区级,浙江,丽水,1,,
1月28日,地区级,山东,聊城,1,,
1月28日,地区级,山东,临沂,1,,
1月28日,地区级,山东,临沂,7,,
1月28日,地区级,安徽,六安,2,,
1月28日,地区级,湖南,娄底,4,,
1月28日,地区级,四川,泸州,1,,
1月28日,地区级,安徽,马鞍山,1,,
1月28日,地区级,广东,茂名,2,,
1月28日,地区级,广东,梅州,1,,
1月28日,地区级,北京,门头沟,1,,
1月28日,地区级,江西,南昌,8,,
1月28日,地区级,四川,南充,1,,
1月28日,地区级,江苏,南京,4,,
1月28日,地区级,广西,南宁,2,,
1月28日,地区级,河南,南阳,5,,
1月28日,地区级,四川,内江,1,,
1月28日,地区级,浙江,宁波,3,,
1月28日,地区级,福建,宁德,1,,
1月28日,地区级,甘肃,平凉,1,,
1月28日,地区级,河南,濮阳,1,,
1月28日,地区级,上海,浦东,3,,
1月28日,地区级,云南,普洱,1,,
1月28日,地区级,湖北,潜江,1,,
1月28日,地区级,山东,青岛,2,,
1月28日,地区级,广东,清远,1,,
1月28日,地区级,浙江,衢州,3,,
1月28日,地区级,云南,曲靖,3,,
1月28日,地区级,山东,日照,1,,
1月28日,地区级,山东,日照,1,,
1月28日,地区级,河南,三门峡,1,,
1月28日,地区级,福建,三明,1,,
1月28日,地区级,海南,三亚,,1,
1月28日,地区级,福建,厦门,1,,
1月28日,地区级,广东,汕头,1,,
1月28日,地区级,河南,商丘,7,,
1月28日,地区级,江西,上饶,2,,
1月28日,地区级,湖南,邵阳,8,,
1月28日,地区级,浙江,绍兴,12,,
1月28日,地区级,广东,深圳,,1,
1月28日,地区级,广东,深圳,14,,
1月28日,地区级,湖北,神农架,2,,
1月28日,地区级,辽宁,沈阳,1,,
1月28日,地区级,湖北,十堰,23,,
1月28日,地区级,河北,石家庄,1,,
1月28日,地区级,上海,松江,1,,
1月28日,地区级,江苏,苏州,8,,
1月28日,地区级,湖北,随州,46,,
1月28日,地区级,浙江,台州,18,,
1月28日,地区级,山西,太原,,1,
1月28日,地区级,山东,泰安,2,,
1月28日,地区级,江苏,泰州,4,,
1月28日,地区级,河北,唐山,2,,
1月28日,地区级,湖北,天门,11,,1
1月28日,地区级,吉林,通化,1,,
1月28日,地区级,北京,通州,1,,
1月28日,地区级,上海,外地来沪,7,,
1月28日,地区级,上海,外地来沪,7,,
1月28日,地区级,海南,万宁,1,,
1月28日,地区级,山东,威海,1,,
1月28日,地区级,山东,威海,1,,
1月28日,地区级,山东,潍坊,2,,
1月28日,地区级,浙江,温州,54,,
1月28日,地区级,新疆,乌鲁木齐,1,,
1月28日,地区级,江苏,无锡,3,,
1月28日,地区级,安徽,芜湖,2,,
1月28日,地区级,宁夏,吴忠,1,,
1月28日,地区级,湖北,武汉,,4,
1月28日,地区级,湖北,武汉,,26,
1月28日,地区级,湖北,武汉,315,,19
1月28日,地区级,陕西,西安,3,,
1月28日,地区级,北京,西城,3,,
1月28日,地区级,北京,西城,1,,
1月28日,地区级,云南,西双版纳州,4,,
1月28日,地区级,湖北,仙桃,5,,
1月28日,地区级,湖北,咸宁,21,,
1月28日,地区级,陕西,咸阳,1,,
1月28日,地区级,香港,香港,2,,
1月28日,地区级,湖南,湘潭,2,,
1月28日,地区级,湖北,襄阳,61,,
1月28日,地区级,湖北,孝感,101,,2
1月28日,地区级,河南,新乡,1,,
1月28日,地区级,江西,新余,8,,
1月28日,地区级,河南,信阳,3,,
1月28日,地区级,河北,邢台,1,,
1月28日,地区级,江苏,宿迁,1,,
1月28日,地区级,安徽,宿松,4,,
1月28日,地区级,安徽,宿州,6,,
1月28日,地区级,上海,徐汇,2,,
1月28日,地区级,山东,烟台,2,,
1月28日,地区级,陕西,延安,1,,
1月28日,地区级,江苏,盐城,5,,
1月28日,地区级,江苏,扬州,3,,
1月28日,地区级,广东,阳江,2,,
1月28日,地区级,新疆,伊犁州,2,,
1月28日,地区级,四川,宜宾,1,,
1月28日,地区级,湖北,宜昌,12,,
1月28日,地区级,江西,宜春,4,,
1月28日,地区级,湖南,益阳,4,,
1月28日,地区级,湖南,永州,4,,
1月28日,地区级,湖南,岳阳,9,,
1月28日,地区级,山西,运城,1,,
1月28日,地区级,山东,枣庄,3,,
1月28日,地区级,广东,湛江,2,,
1月28日,地区级,河北,张家口,1,,
1月28日,地区级,甘肃,张掖,1,,
1月28日,地区级,福建,漳州,1,,
1月28日,地区级,湖南,长沙,22,,
1月28日,地区级,广东,肇庆,1,,
1月28日,地区级,河南,郑州,3,,
1月28日,地区级,广东,中山,6,,
1月28日,地区级,浙江,舟山,2,,
1月28日,地区级,河南,周口,4,,
1月28日,地区级,广东,珠海,2,,
1月28日,地区级,湖南,株洲,6,,
1月28日,地区级,河南,驻马店,6,,
1月28日,地区级,山东,淄博,2,,
1月28日,省级,安徽,,46,,
1月28日,省级,澳门,,,,
1月28日,省级,北京,,11,,
1月28日,省级,福建,,11,,
1月28日,省级,甘肃,,5,,
1月28日,省级,广东,,53,,
1月28日,省级,广西,,7,,
1月28日,省级,贵州,,,,
1月28日,省级,海南,,3,,
1月28日,省级,河北,,15,,
1月28日,省级,河南,,38,,
1月28日,省级,黑龙江,,7,,
1月28日,省级,湖北,,840,,
1月28日,省级,湖南,,78,,
1月28日,省级,吉林,,1,,
1月28日,省级,江苏,,29,,
1月28日,省级,江西,,37,,
1月28日,省级,辽宁,,6,,
1月28日,省级,内蒙古,,2,,
1月28日,省级,宁夏,,1,,
1月28日,省级,青海,,,,
1月28日,省级,山东,,34,,
1月28日,省级,山西,,7,,
1月28日,省级,陕西,,10,,
1月28日,省级,上海,,14,,
1月28日,省级,四川,,18,,
1月28日,省级,台湾,,3,,
1月28日,省级,西藏,,,,
1月28日,省级,香港,,,,
1月28日,省级,新疆,,3,,
1月28日,省级,云南,,7,,
1月28日,省级,浙江,,123,,
1月28日,国家级,,,1462,,
1月28日,地区级,重庆,綦江区,2,,
1月28日,地区级,重庆,石柱县,1,,
1月28日,地区级,重庆,万州区,2,,
1月28日,地区级,天津,外地来津,1,,
1月28日,地区级,天津,外地来津,1,,
1月28日,地区级,重庆,渝中区,1,,
1月28日,地区级,重庆,云阳县,1,,
1月28日,地区级,重庆,忠县,2,,
1月28日,省级,重庆,,15,,
1月28日,省级,天津,,1,,
1月29日,地区级,重庆,大足区,2,,
1月29日,地区级,重庆,大足区,1,,
1月29日,地区级,重庆,垫江县,3,,
1月29日,地区级,重庆,合川区,1,,
1月29日,地区级,天津,和平区,1,,
1月29日,地区级,重庆,江北区,2,,
1月29日,地区级,重庆,江北区,1,,
1月29日,地区级,重庆,江津区,1,,
1月29日,地区级,天津,河北区,1,,
1月29日,地区级,重庆,开州区,1,,
1月29日,地区级,重庆,开州区,2,,
1月29日,地区级,重庆,梁平区,1,,
1月29日,国外,澳大利亚,NA,1,,
1月29日,国外,澳大利亚,NA,,2,
1月29日,国外,澳大利亚,NA,1,,
1月29日,国外,澳大利亚,NA,,2,
1月29日,国外,法国,NA,1,,
1月29日,国外,法国,NA,1,,
1月29日,国外,菲律宾,NA,1,,
1月29日,国外,菲律宾,NA,1,,
1月29日,国外,芬兰,NA,1,,
1月29日,国外,芬兰,NA,1,,
1月29日,国外,韩国,NA,2,,
1月29日,国外,韩国,NA,2,,
1月29日,国外,加拿大,NA,1,,
1月29日,国外,加拿大,NA,1,,
1月29日,国外,马来西亚,NA,1,,
1月29日,国外,马来西亚,NA,1,,
1月29日,国外,日本,NA,3,,
1月29日,国外,日本,NA,3,,
1月29日,国外,印度,NA,1,,
1月29日,国外,印度,NA,1,,
1月29日,国外,越南,NA,3,,
1月29日,国外,越南,NA,3,,
1月29日,地区级,安徽,安庆,4,,
1月29日,地区级,河南,安阳,2,,
1月29日,地区级,内蒙古,巴彦淖尔,1,,
1月29日,地区级,四川,巴中,2,,
1月29日,地区级,安徽,蚌埠,5,,
1月29日,地区级,河北,保定,1,,
1月29日,地区级,云南,保山,1,,
1月29日,地区级,广西,北海,2,,
1月29日,地区级,辽宁,本溪,1,,
1月29日,地区级,贵州,毕节,1,,
1月29日,地区级,山东,滨州,2,,
1月29日,地区级,安徽,亳州,5,,
1月29日,地区级,河北,沧州,4,,
1月29日,地区级,北京,昌平,1,,
1月29日,地区级,湖南,常德,4,,
1月29日,地区级,江苏,常州,2,,
1月29日,地区级,湖南,郴州,,1,
1月29日,地区级,湖南,郴州,3,,
1月29日,地区级,四川,成都,13,,
1月29日,地区级,河北,承德,1,,
1月29日,地区级,安徽,池州,1,,
1月29日,地区级,四川,达州,2,,
1月29日,地区级,云南,大理,1,,
1月29日,地区级,山西,大同,1,,
1月29日,地区级,四川,德阳,1,,
1月29日,地区级,山东,德州,4,,
1月29日,地区级,北京,地区待确认,,1,
1月29日,地区级,甘肃,定西,1,,
1月29日,地区级,广东,东莞,4,,
1月29日,地区级,内蒙古,鄂尔多斯,1,,
1月29日,地区级,湖北,鄂州,39,,1
1月29日,地区级,湖北,恩施州,15,,
1月29日,地区级,北京,丰台,1,,
1月29日,地区级,广东,佛山,7,,
1月29日,地区级,福建,福州,6,,
1月29日,地区级,江西,抚州,4,,
1月29日,地区级,安徽,阜阳,5,,
1月29日,地区级,四川,甘孜,2,,
1月29日,地区级,江西,赣州,5,,
1月29日,地区级,四川,广安,2,,
1月29日,地区级,四川,广元,2,,
1月29日,地区级,广东,广州,,2,
1月29日,地区级,广东,广州,15,,
1月29日,地区级,广东,广州,,1,
1月29日,地区级,广东,广州,16,,
1月29日,地区级,广西,桂林,2,,
1月29日,地区级,黑龙江,哈尔滨,2,,
1月29日,地区级,河北,邯郸,2,,
1月29日,地区级,陕西,韩城,1,,
1月29日,地区级,浙江,杭州,18,,
1月29日,地区级,安徽,合肥,10,,
1月29日,地区级,广西,河池,2,,
1月29日,地区级,广西,贺州,1,,
1月29日,地区级,河南,鹤壁,1,,
1月29日,地区级,河北,衡水,1,,
1月29日,地区级,湖南,衡阳,3,,
1月29日,地区级,云南,红河,2,,
1月29日,地区级,河南,滑县,1,,
1月29日,地区级,湖南,怀化,5,,
1月29日,地区级,北京,怀柔,1,,
1月29日,地区级,江苏,淮安,4,,
1月29日,地区级,安徽,淮南,4,,
1月29日,地区级,湖北,黄冈,172,3,7
1月29日,地区级,上海,黄浦,1,,
1月29日,地区级,湖北,黄石,27,,
1月29日,地区级,广东,惠州,5,,
1月29日,地区级,江西,吉安,1,,
1月29日,地区级,山东,济南,3,,
1月29日,地区级,山东,济宁,3,,
1月29日,地区级,浙江,嘉兴,2,,
1月29日,地区级,广东,江门,1,,
1月29日,地区级,浙江,金华,7,,
1月29日,地区级,湖北,荆门,49,,
1月29日,地区级,湖北,荆州,50,,1
1月29日,地区级,上海,静安,1,,
1月29日,地区级,江西,九江,15,,
1月29日,地区级,河南,开封,1,,
1月29日,地区级,云南,昆明,6,,
1月29日,地区级,西藏,拉萨,1,,
1月29日,地区级,江苏,连云港,3,,
1月29日,地区级,重庆,南岸区,1,,
1月29日,地区级,山东,聊城,1,,
1月29日,地区级,宁夏,灵武,1,,
1月29日,地区级,海南,陵水县,1,,
1月29日,地区级,广西,柳州,4,,
1月29日,地区级,安徽,六安,,1,
1月29日,地区级,安徽,六安,2,,
1月29日,地区级,湖南,娄底,3,,
1月29日,地区级,河南,漯河,2,,
1月29日,地区级,山西,吕梁,1,,
1月29日,地区级,安徽,马鞍山,3,,
1月29日,地区级,广东,茂名,1,,
1月29日,地区级,四川,眉山,1,,
1月29日,地区级,广东,梅州,1,,
1月29日,地区级,四川,绵阳,1,,
1月29日,地区级,上海,闵行,1,,
1月29日,地区级,上海,闵行,1,,
1月29日,地区级,江西,南昌,21,,
1月29日,地区级,四川,南充,4,,
1月29日,地区级,江苏,南京,5,,
1月29日,地区级,广西,南宁,8,,
1月29日,地区级,江苏,南通,3,,
1月29日,地区级,河南,南阳,20,,
1月29日,地区级,浙江,宁波,21,,
1月29日,地区级,福建,宁德,1,,
1月29日,地区级,辽宁,盘锦,1,,
1月29日,地区级,河南,平顶山,3,,
1月29日,地区级,江西,萍乡,3,,
1月29日,地区级,福建,莆田,3,,
1月29日,地区级,上海,浦东,4,,
1月29日,地区级,上海,浦东,1,,
1月29日,地区级,云南,普洱,2,,
1月29日,地区级,湖北,潜江,2,,
1月29日,地区级,贵州,黔东南州,1,,
1月29日,地区级,广西,钦州,1,,
1月29日,地区级,山东,青岛,3,,
1月29日,地区级,山东,青岛,1,,
1月29日,地区级,广东,清远,,1,
1月29日,地区级,海南,琼海,2,,
1月29日,地区级,浙江,衢州,2,,
1月29日,地区级,福建,泉州,5,,
1月29日,地区级,山东,日照,1,,
1月29日,地区级,河南,三门峡,1,,
1月29日,地区级,福建,三明,1,,
1月29日,地区级,福建,厦门,1,,
1月29日,地区级,广东,汕头,6,,
1月29日,地区级,河南,商丘,4,,
1月29日,地区级,江西,上饶,2,,
1月29日,地区级,湖南,邵阳,10,,
1月29日,地区级,广东,深圳,12,,
1月29日,地区级,广东,深圳,23,,
1月29日,地区级,湖北,神农架,2,,
1月29日,地区级,湖北,十堰,31,,
1月29日,地区级,河北,石家庄,1,,
1月29日,地区级,山西,朔州,1,,
1月29日,地区级,吉林,四平,-2,,
1月29日,地区级,吉林,四平,2,,
